"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img1","Input.img2","Input.img3","Input.img4","Input.img5","Input.img6","Input.img7","Input.img8","Input.img9","Input.img10","Input.img11","Input.img12","Input.img13","Input.img14","Input.img15","Answer.count1","Answer.count10","Answer.count11","Answer.count12","Answer.count13","Answer.count14","Answer.count15","Answer.count2","Answer.count3","Answer.count4","Answer.count5","Answer.count6","Answer.count7","Answer.count8","Answer.count9","Answer.tooMany","Approve","Reject"
"3MGHRFQY2LZV9YFB9P25I2LH07SY02","3RDWCCLNIF2M5KSK9WZCA1M4LJJTPK","Counting","Please view and count the number of objects in an image","image, picture, photo, counting, detection","$0.30","Wed Dec 17 17:30:13 GMT 2014","5","BatchId:1769006;","7200","7200","Wed Dec 24 17:30:13 GMT 2014","","","31IBVUNM9T98OSWQXY373TZAOF5FVI","A3BEGZR3FC5XQA","Submitted","Wed Dec 17 17:31:26 GMT 2014","Wed Dec 17 18:50:43 GMT 2014","Wed Dec 17 12:50:43 PST 2014","","","","4757","100% (6/6)","100% (6/6)","100% (6/6)","http://web.engr.illinois.edu/~ajain42/data/IMG_18_01.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_05.png","http://web.engr.illinois.edu/~ajain42/data/IMG_20_18.png","http://web.engr.illinois.edu/~ajain42/data/IMG_13_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_18_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_12.png","http://web.engr.illinois.edu/~ajain42/data/IMG_06_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_04.png","http://web.engr.illinois.edu/~ajain42/data/IMG_12_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_12_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_03_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_15_07.png","21","20","20","5","20","11","19","20","1","7","5","17","1","18","21",""
"3MGHRFQY2LZV9YFB9P25I2LH07SY02","3RDWCCLNIF2M5KSK9WZCA1M4LJJTPK","Counting","Please view and count the number of objects in an image","image, picture, photo, counting, detection","$0.30","Wed Dec 17 17:30:13 GMT 2014","5","BatchId:1769006;","7200","7200","Wed Dec 24 17:30:13 GMT 2014","","","3R8YZBNQ9IS34RL3TGBL9ENL9Z77QC","A5R2QJKK4Z23V","Approved","Wed Dec 17 17:31:40 GMT 2014","Wed Dec 17 18:29:52 GMT 2014","Wed Dec 17 20:29:52 GMT 2014","2014/12/17 20:33:05 +0000","","","3492","100% (18/18)","100% (18/18)","100% (18/18)","http://web.engr.illinois.edu/~ajain42/data/IMG_18_01.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_05.png","http://web.engr.illinois.edu/~ajain42/data/IMG_20_18.png","http://web.engr.illinois.edu/~ajain42/data/IMG_13_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_18_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_12.png","http://web.engr.illinois.edu/~ajain42/data/IMG_06_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_04.png","http://web.engr.illinois.edu/~ajain42/data/IMG_12_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_12_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_03_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_15_07.png","21","20","20","5","20","11","19","20","1","7","5","17","1","18","21",""
"3MGHRFQY2LZV9YFB9P25I2LH07SY02","3RDWCCLNIF2M5KSK9WZCA1M4LJJTPK","Counting","Please view and count the number of objects in an image","image, picture, photo, counting, detection","$0.30","Wed Dec 17 17:30:13 GMT 2014","5","BatchId:1769006;","7200","7200","Wed Dec 24 17:30:13 GMT 2014","","","3U5NZHP4LSCFX4Q06CI80MM5I6GPH4","A7OVF55GAEQ30","Approved","Wed Dec 17 17:33:07 GMT 2014","Wed Dec 17 17:36:16 GMT 2014","Wed Dec 17 19:36:16 GMT 2014","2014/12/17 19:38:07 +0000","","","189","100% (3/3)","100% (3/3)","100% (1/1)","http://web.engr.illinois.edu/~ajain42/data/IMG_18_01.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_05.png","http://web.engr.illinois.edu/~ajain42/data/IMG_20_18.png","http://web.engr.illinois.edu/~ajain42/data/IMG_13_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_18_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_12.png","http://web.engr.illinois.edu/~ajain42/data/IMG_06_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_04.png","http://web.engr.illinois.edu/~ajain42/data/IMG_12_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_12_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_03_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_15_07.png","20","19","19","5","20","11","19","20","1","7","5","18","1","19","20","1|2"
"3MGHRFQY2LZV9YFB9P25I2LH07SY02","3RDWCCLNIF2M5KSK9WZCA1M4LJJTPK","Counting","Please view and count the number of objects in an image","image, picture, photo, counting, detection","$0.30","Wed Dec 17 17:30:13 GMT 2014","5","BatchId:1769006;","7200","7200","Wed Dec 24 17:30:13 GMT 2014","","","3WMINLGALCDHTS9IV1MAZ00U6TICAB","A14HW8I4RYHNC4","Submitted","Wed Dec 17 19:30:32 GMT 2014","Wed Dec 17 19:39:02 GMT 2014","Wed Dec 17 13:39:02 PST 2014","","","","510","0% (0/0)","0% (0/0)","0% (0/0)","http://web.engr.illinois.edu/~ajain42/data/IMG_18_01.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_05.png","http://web.engr.illinois.edu/~ajain42/data/IMG_20_18.png","http://web.engr.illinois.edu/~ajain42/data/IMG_13_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_18_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_12.png","http://web.engr.illinois.edu/~ajain42/data/IMG_06_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_04.png","http://web.engr.illinois.edu/~ajain42/data/IMG_12_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_12_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_03_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_15_07.png","21","20","20","5","20","11","19","20","1","7","5","17","1","18","21",""
"3MGHRFQY2LZV9YFB9P25I2LH07SY02","3RDWCCLNIF2M5KSK9WZCA1M4LJJTPK","Counting","Please view and count the number of objects in an image","image, picture, photo, counting, detection","$0.30","Wed Dec 17 17:30:13 GMT 2014","5","BatchId:1769006;","7200","7200","Wed Dec 24 17:30:13 GMT 2014","","","3WQ3B2KGE9Q2PZ4CLIXMDF19KD6B17","A4ZPIPBDO624H","Approved","Wed Dec 17 17:33:13 GMT 2014","Wed Dec 17 17:37:04 GMT 2014","Wed Dec 17 19:37:04 GMT 2014","2014/12/17 19:38:07 +0000","","","231","100% (1/1)","100% (1/1)","100% (1/1)","http://web.engr.illinois.edu/~ajain42/data/IMG_18_01.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_05.png","http://web.engr.illinois.edu/~ajain42/data/IMG_20_18.png","http://web.engr.illinois.edu/~ajain42/data/IMG_13_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_18_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_12.png","http://web.engr.illinois.edu/~ajain42/data/IMG_06_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_04.png","http://web.engr.illinois.edu/~ajain42/data/IMG_12_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_12_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_16_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_03_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_15_07.png","19","20","20","5","20","11","19","20","1","7","5","16","1","1","20",""
"3JMNNNO3B1EYG3NP9BOVGTTGMXDW2M","3RDWCCLNIF2M5KSK9WZCA1M4LJJTPK","Counting","Please view and count the number of objects in an image","image, picture, photo, counting, detection","$0.30","Wed Dec 17 17:30:13 GMT 2014","5","BatchId:1769006;","7200","7200","Wed Dec 24 17:30:13 GMT 2014","","","38JBBYETQPKHO1DFIRIECLEXZUTE4N","AETIZKQNUSBLB","Approved","Wed Dec 17 17:46:26 GMT 2014","Wed Dec 17 18:16:25 GMT 2014","Wed Dec 17 20:16:25 GMT 2014","2014/12/17 20:18:06 +0000","","","1799","100% (6/6)","100% (6/6)","100% (6/6)","http://web.engr.illinois.edu/~ajain42/data/IMG_07_10.png","http://web.engr.illinois.edu/~ajain42/data/IMG_07_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_11_06.png","http://web.engr.illinois.edu/~ajain42/data/IMG_19_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_09.png","http://web.engr.illinois.edu/~ajain42/data/IMG_08_12.png","http://web.engr.illinois.edu/~ajain42/data/IMG_18_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_08_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_03_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_09_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_13_01.png","http://web.engr.illinois.edu/~ajain42/data/IMG_20_09.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_08.png","http://web.engr.illinois.edu/~ajain42/data/IMG_10_02.png","18","21","20","22","15","20","18","18","20","18","20","20","21","20","20",""
"3JMNNNO3B1EYG3NP9BOVGTTGMXDW2M","3RDWCCLNIF2M5KSK9WZCA1M4LJJTPK","Counting","Please view and count the number of objects in an image","image, picture, photo, counting, detection","$0.30","Wed Dec 17 17:30:13 GMT 2014","5","BatchId:1769006;","7200","7200","Wed Dec 24 17:30:13 GMT 2014","","","3BXQMRHWK08EHNZ7EVXF2XH0797MU6","A5R2QJKK4Z23V","Approved","Wed Dec 17 17:31:34 GMT 2014","Wed Dec 17 18:01:14 GMT 2014","Wed Dec 17 20:01:14 GMT 2014","2014/12/17 20:03:06 +0000","","","1780","100% (18/18)","100% (18/18)","100% (18/18)","http://web.engr.illinois.edu/~ajain42/data/IMG_07_10.png","http://web.engr.illinois.edu/~ajain42/data/IMG_07_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_11_06.png","http://web.engr.illinois.edu/~ajain42/data/IMG_19_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_09.png","http://web.engr.illinois.edu/~ajain42/data/IMG_08_12.png","http://web.engr.illinois.edu/~ajain42/data/IMG_18_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_08_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_03_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_09_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_13_01.png","http://web.engr.illinois.edu/~ajain42/data/IMG_20_09.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_08.png","http://web.engr.illinois.edu/~ajain42/data/IMG_10_02.png","18","21","19","22","15","20","18","18","20","18","20","20","21","20","20",""
"3JMNNNO3B1EYG3NP9BOVGTTGMXDW2M","3RDWCCLNIF2M5KSK9WZCA1M4LJJTPK","Counting","Please view and count the number of objects in an image","image, picture, photo, counting, detection","$0.30","Wed Dec 17 17:30:13 GMT 2014","5","BatchId:1769006;","7200","7200","Wed Dec 24 17:30:13 GMT 2014","","","3PWWM24LHT8QCMO11ADQRWLD4DZ82M","A63759KWVJ94F","Approved","Wed Dec 17 17:33:52 GMT 2014","Wed Dec 17 18:07:53 GMT 2014","Wed Dec 17 20:07:53 GMT 2014","2014/12/17 20:08:06 +0000","","","2041","100% (1/1)","100% (1/1)","100% (1/1)","http://web.engr.illinois.edu/~ajain42/data/IMG_07_10.png","http://web.engr.illinois.edu/~ajain42/data/IMG_07_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_11_06.png","http://web.engr.illinois.edu/~ajain42/data/IMG_19_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_09.png","http://web.engr.illinois.edu/~ajain42/data/IMG_08_12.png","http://web.engr.illinois.edu/~ajain42/data/IMG_18_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_08_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_03_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_09_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_13_01.png","http://web.engr.illinois.edu/~ajain42/data/IMG_20_09.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_08.png","http://web.engr.illinois.edu/~ajain42/data/IMG_10_02.png","18","18","20","21","14","20","18","18","20","18","20","20","20","20","20",""
"3JMNNNO3B1EYG3NP9BOVGTTGMXDW2M","3RDWCCLNIF2M5KSK9WZCA1M4LJJTPK","Counting","Please view and count the number of objects in an image","image, picture, photo, counting, detection","$0.30","Wed Dec 17 17:30:13 GMT 2014","5","BatchId:1769006;","7200","7200","Wed Dec 24 17:30:13 GMT 2014","","","3S0TNUHWKUSDFWMHYZX7NFCH14OD80","A3QB0Z9AN62HFH","Approved","Wed Dec 17 17:33:17 GMT 2014","Wed Dec 17 18:18:03 GMT 2014","Wed Dec 17 20:18:03 GMT 2014","2014/12/17 20:18:06 +0000","","","2686","100% (9/9)","100% (9/9)","100% (9/9)","http://web.engr.illinois.edu/~ajain42/data/IMG_07_10.png","http://web.engr.illinois.edu/~ajain42/data/IMG_07_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_11_06.png","http://web.engr.illinois.edu/~ajain42/data/IMG_19_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_09.png","http://web.engr.illinois.edu/~ajain42/data/IMG_08_12.png","http://web.engr.illinois.edu/~ajain42/data/IMG_18_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_08_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_03_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_09_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_13_01.png","http://web.engr.illinois.edu/~ajain42/data/IMG_20_09.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_08.png","http://web.engr.illinois.edu/~ajain42/data/IMG_10_02.png","18","21","20","22","16","20","18","18","20","18","20","20","20","18","20","8"
"3JMNNNO3B1EYG3NP9BOVGTTGMXDW2M","3RDWCCLNIF2M5KSK9WZCA1M4LJJTPK","Counting","Please view and count the number of objects in an image","image, picture, photo, counting, detection","$0.30","Wed Dec 17 17:30:13 GMT 2014","5","BatchId:1769006;","7200","7200","Wed Dec 24 17:30:13 GMT 2014","","","3TE3O85731IWUR3X0JJQIDGIU5N2RS","A12ZPHBEIHN8U7","Approved","Wed Dec 17 17:33:13 GMT 2014","Wed Dec 17 17:46:13 GMT 2014","Wed Dec 17 19:46:13 GMT 2014","2014/12/17 19:48:06 +0000","","","780","100% (8/8)","100% (8/8)","100% (8/8)","http://web.engr.illinois.edu/~ajain42/data/IMG_07_10.png","http://web.engr.illinois.edu/~ajain42/data/IMG_07_14.png","http://web.engr.illinois.edu/~ajain42/data/IMG_11_06.png","http://web.engr.illinois.edu/~ajain42/data/IMG_19_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_09.png","http://web.engr.illinois.edu/~ajain42/data/IMG_08_12.png","http://web.engr.illinois.edu/~ajain42/data/IMG_18_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_08_15.png","http://web.engr.illinois.edu/~ajain42/data/IMG_01_02.png","http://web.engr.illinois.edu/~ajain42/data/IMG_03_07.png","http://web.engr.illinois.edu/~ajain42/data/IMG_09_03.png","http://web.engr.illinois.edu/~ajain42/data/IMG_13_01.png","http://web.engr.illinois.edu/~ajain42/data/IMG_20_09.png","http://web.engr.illinois.edu/~ajain42/data/IMG_04_08.png","http://web.engr.illinois.edu/~ajain42/data/IMG_10_02.png","18","21","20","20","15","20","18","18","20","18","20","20","21","20","20",""
